fileName,labelName,area_start,area_end,category_01,category_02,category_03,decibel,soundQuality,subCategory,bitRate,duration,fileFormat,fileSize,recodingType,sampleRate,acqDevice,acqMethod,acqType,areaUse,dayNight,direction,distance,district,latitude,longitude,micClass,obstacle,place,recordingTime,urban,weather,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,mfcc_41,mfcc_42,mfcc_43,mfcc_44,mfcc_45,mfcc_46,mfcc_47,mfcc_48,mfcc_49,mfcc_50
2.motorcycle_driving_sound_1904_1.wav,2.motorcycle_driving_sound_1904_1.wav,2.0,8.465,교통소음,이륜자동차,이륜차주행음,105,노이즈,이륜차주행음,1411kbps,10.465,wav,1846124,Stereo,44.1kHz,갤럭시탭s6,자연적,제작,주거지역,주간,우,2m,회현동,37.56,126.98,무지향성,없음,도로변,13:23,서울특별시,맑음,-166.27853,168.49321,-9.801193,31.68295,-2.3805199,23.167015,-0.66768324,8.822178,2.9900272,11.899659,-1.262629,5.50069,1.3244184,1.0705655,2.583,4.3492594,1.7276137,4.943077,-0.024823502,2.2140696,-1.9708626,-0.5373301,-1.9000825,-1.4908495,-0.9434648,-1.7704574,0.5055814,-2.902201,-1.7016484,-2.157632,-1.6752877,-0.042359494,-0.40196788,-1.1200236,-0.12194986,-0.15039453,-0.08786022,0.9369593,0.41081673,0.10407697,-0.17411177,-0.25889903,-1.7781403,-0.02205986,-0.6454915,-0.4142433,-0.51135767,-1.5378562,-0.5281641,-1.547573
2.motorcycle_driving_sound_1923_1.wav,2.motorcycle_driving_sound_1923_1.wav,7.25,16.16,교통소음,이륜자동차,이륜차주행음,118,정상,이륜차주행음,1411kbps,18.16,wav,3203444,Stereo,44.1kHz,GalaxyTapS6Lite,자연적,제작,주거지역,주간,좌,10m,장덕동,35.2,126.82,무지향성,없음,도로변,10:49,광주광역시,맑음,-251.72412,180.20705,10.035914,45.701996,9.176431,24.829773,15.610341,9.021447,1.4620651,0.30480835,-5.5236297,-2.4826868,0.0015928745,-0.6138653,-1.184997,-3.6261337,-2.5625997,-5.772226,-5.3614826,-3.4150727,-5.0037704,-3.588951,-7.398126,-7.3735657,-7.307375,-6.548569,-2.7114112,-3.6727316,-2.7307484,-2.9121487,-3.3060496,-1.0632949,-2.2591722,-1.8924159,-0.22493185,0.11839143,0.97924274,-1.4276819,-0.998306,-1.4685637,-2.1916006,-2.3026645,-1.7453098,-1.7026072,-2.2334263,-0.9333515,-0.44108608,-1.6927133,-1.3990688,-1.7117807
2.motorcycle_driving_sound_1944_1.wav,2.motorcycle_driving_sound_1944_1.wav,2.0,11.74,교통소음,이륜자동차,이륜차주행음,102,정상,이륜차주행음,1411kbps,13.74,wav,2423756,Stereo,44.1kHz,갤럭시TabS6Lite,자연적,제작,주거지역,주간,우,2m,중흥동,35.17,126.92,무지향성,없음,도로변,14:40,광주광역시,흐림,-143.56291,164.4466,-5.359026,24.993181,-2.979384,18.350792,1.940466,7.2384405,9.4357395,-2.1535943,-2.7807508,-1.5735245,1.8241575,4.3580585,1.2689956,0.3372389,-3.5583546,0.2698594,0.31174815,-0.1640596,-0.034191955,-2.3462682,-1.974678,-3.3898783,-1.4897677,-0.30528912,-2.1915953,-2.0891216,-1.8940284,-2.778083,-2.1191583,-3.631424,-2.6815543,-3.8902063,-2.2038746,-1.8806207,-2.745319,-1.3885742,-1.9756262,-0.25284386,-0.631662,-1.017127,-0.6493572,-0.8631065,0.90384626,-0.5001776,0.43881348,-0.8216278,-1.6746025,-1.2001051
2.motorcycle_driving_sound_1946_1.wav,2.motorcycle_driving_sound_1946_1.wav,4.38,19.3,교통소음,이륜자동차,이륜차주행음,122,정상,이륜차주행음,1411kbps,33.339,wav,5880980,Stereo,44.1kHz,갤럭시S6탭,자연적,제작,주거지역,주간,우,20m,화곡동,37.54,126.85,무지향성,없음,도로변,13:32,서울특별시,맑음,-237.12454,167.7122,27.567734,44.999416,14.514495,27.732851,-2.536944,1.9169983,-0.99916106,1.8119062,-9.558757,5.064137,6.615274,1.9237058,10.374312,-6.0003557,-1.1456991,2.1666338,-6.173538,-3.2802696,-8.209709,-0.45599055,-8.370781,-3.778135,-4.4852815,-7.7782626,-0.98660105,-6.469242,-4.2795215,-3.9706142,-2.6728742,0.55255145,-1.3142791,2.1130424,-0.14939044,0.59317344,0.9119602,-0.498735,-0.4177412,-0.9653479,-1.6227927,-1.3616562,-1.7461059,-0.39230704,-0.49514434,-1.6650774,-2.1951406,-1.3316461,-0.7008976,-0.9107301
2.motorcycle_driving_sound_1968_1.wav,2.motorcycle_driving_sound_1968_1.wav,2.0,7.241,교통소음,이륜자동차,이륜차주행음,72,노이즈,이륜차주행음,1411kbps,9.241,wav,1630144,Stereo,44.1kHz,갤럭시.Tab.S6,자연적,제작,주거지역,주간,우,12m,신영동,37.6,126.96,무지향성,없음,도로변,10:13,서울특별시,맑음,-243.45575,197.30977,-25.814375,34.947105,-0.17675674,18.152712,-2.5739787,2.5983121,1.4331669,6.2620373,-7.9874315,-3.509476,2.6939175,-2.519045,2.855127,0.4570002,6.422331,4.331717,-1.1364877,-3.7269776,-2.666748,1.1063032,-1.2137865,-6.349091,-2.5605829,-4.6530676,-0.74671745,-4.724338,-3.689789,-1.1253273,-1.2268617,1.2502034,-1.2405825,-0.8872737,-0.66166157,-1.3571777,-0.47489497,-2.215693,-0.362776,-1.2266783,-2.2529364,-0.56605303,-2.3805642,-1.1581134,-2.8564487,-3.3927467,-1.9524198,-3.1252885,-2.5414062,-2.9360335
2.motorcycle_driving_sound_2049_1.wav,2.motorcycle_driving_sound_2049_1.wav,10.27,15.44,교통소음,이륜자동차,이륜차주행음,68,정상,이륜차주행음,1411kbps,17.44,wav,3076436,Stereo,44.1kHz,GalaxyTapS6Lite,자연적,제작,주거지역,주간,좌,10m,장덕동,35.2,126.82,무지향성,없음,도로변,10:53,광주광역시,맑음,-271.86932,195.45653,-26.747553,44.41667,1.0866938,10.335924,8.585288,0.020695502,9.123324,9.349496,-1.4690295,6.3582315,-0.17685921,0.5753219,3.9129543,1.072628,-3.925068,-4.203217,2.3943706,-4.9356594,-2.4412558,0.096183434,-7.110137,-3.8508356,-2.1211722,-3.6396363,-1.5885457,-4.137907,-0.8559749,-3.4614165,-2.8914068,-3.269949,-0.43720016,-2.2065985,-0.25878677,-0.47247145,-1.7896948,2.031967,-1.4772236,1.042746,-0.6022248,-1.1677139,0.19994546,-0.1828355,-0.1287449,-0.83334684,0.47774744,-1.2790196,-0.09683737,-1.4332823
2.motorcycle_driving_sound_2077_1.wav,2.motorcycle_driving_sound_2077_1.wav,4.43,10.98,교통소음,이륜자동차,이륜차주행음,71,정상,이륜차주행음,1411kbps,12.981,wav,2289812,Stereo,44.1kHz,GalaxyTapS6Lite,자연적,제작,주거지역,주간,좌,10m,장덕동,35.2,126.82,무지향성,없음,도로변,10:45,광주광역시,맑음,-317.14774,217.31389,-64.697205,50.233932,7.91933,-30.785313,27.19162,-9.81756,-11.483344,7.02263,-7.9048204,3.9059558,2.337071,-6.7199087,-4.0901313,-3.3373299,3.6779103,-1.2087828,-8.850881,-4.5951753,-7.2944355,-6.032286,-1.6673551,-6.903132,-3.8743112,-3.9871638,-10.250194,-3.0920072,-4.5578094,-8.0484705,-3.4059143,-10.288575,-7.517076,-3.8255608,-9.309157,-1.0266833,-3.8312128,-8.809732,-0.98069733,-6.4807196,-5.239661,0.820215,-3.4740806,-0.43981028,-1.1392013,-2.5018964,0.35623312,-6.0288615,-6.3374577,-2.9110174
2.motorcycle_driving_sound_2171_1.wav,2.motorcycle_driving_sound_2171_1.wav,8.82,16.67,교통소음,이륜자동차,이륜차주행음,76,정상,이륜차주행음,1411kbps,21.364,wav,3768588,Stereo,44.1kHz,갤럭시S6탭,자연적,제작,주거지역,주간,우,20m,화곡동,37.54,126.85,무지향성,없음,도로변,11:20,서울특별시,맑음,-282.55298,191.56027,-16.277664,26.17971,17.46227,12.0581,-11.261341,0.70439833,-2.9860342,-0.508877,-9.988173,1.9406742,2.7139769,2.088777,5.6316066,-5.798158,1.6102129,2.9694586,-2.3544755,4.1121154,-4.2914157,-1.9828573,-5.5062966,-0.47351292,-0.51354766,-5.352307,2.3460424,-3.5582,-3.7056348,-7.172188,-4.3535414,-1.4141207,-6.3787403,-3.4824607,-4.549998,-3.8414633,-2.5656335,-2.9192393,-0.66037154,-0.7378032,-0.5742982,-1.1912237,-1.2461759,1.058834,-0.1793649,-0.77755797,-0.51116085,0.7303506,-0.48204494,-1.3289193
2.motorcycle_driving_sound_2175_1.wav,2.motorcycle_driving_sound_2175_1.wav,2.0,8.078,교통소음,이륜자동차,이륜차주행음,119,정상,이륜차주행음,1411kbps,10.078,wav,1777768,Stereo,44.1kHz,갤럭시탭S6,자연적,제작,주거지역,주간,우,2m,종로가동,37.57,127.01,무지향성,없음,도로변,10:54,서울특별시,흐림,-235.76976,190.61919,-13.060417,27.632444,7.3685527,22.89082,-2.1850586,3.2561944,9.340786,9.266531,3.4772499,2.979916,1.9147886,-4.6181297,-6.0164537,-3.2139468,-7.479833,-3.853594,-9.16809,-6.9187546,-5.1702156,-3.9574628,-2.0893033,-5.195559,-1.1399196,-2.552589,-2.2521417,-1.86606,-1.3907881,0.100689694,-0.48728472,-0.026978733,0.55995286,-1.7881981,0.7048054,1.320993,1.2593815,1.6592242,-0.51682204,1.3973641,-0.30522156,-0.04018431,-0.42040268,-1.1292131,0.048107054,-0.53959644,0.3486726,-0.6607389,-0.3800368,-0.4890496
2.motorcycle_driving_sound_2179_1.wav,2.motorcycle_driving_sound_2179_1.wav,2.0,8.713,교통소음,이륜자동차,이륜차주행음,105,노이즈,이륜차주행음,1411kbps,10.713,wav,1889740,Stereo,44.1kHz,갤럭시탭S6,자연적,제작,주거지역,주간,우,5m,동선동,37.59,127.02,무지향성,없음,도로변,10:26,서울특별시,흐림,-188.39667,214.75266,-15.065684,20.694847,2.1854997,21.773527,0.88958466,-0.8740012,1.2121346,2.6872091,1.5927106,-3.5368772,0.91907984,-0.79334116,2.1838706,2.6876268,-3.2703395,1.0889959,-3.217039,-1.4129609,0.99047905,-0.29117996,2.1975937,-0.24442399,-0.4289281,-0.81679535,-1.451785,-0.52855307,-1.3495401,-0.35382676,-0.9356447,-1.7317518,0.52378327,-1.4091051,0.067580834,-0.4338708,-1.7682593,-0.56235224,-1.9362179,0.68545747,-0.15446304,-0.561674,-0.73953515,-1.0240327,0.4480931,-0.63711256,-0.13809256,-0.6477396,-1.3232408,-1.3748312
