File,Predicted Label
2.motorcycle_driving_sound_86149_1.wav,이륜차주행음
2.motorcycle_driving_sound_85258_1.wav,이륜차주행음
2.motorcycle_driving_sound_85775_1.wav,이륜차주행음
2.motorcycle_driving_sound_85296_1.wav,이륜차주행음
2.motorcycle_driving_sound_13637_1.wav,이륜차주행음
2.motorcycle_driving_sound_85486_1.wav,이륜차주행음
2.motorcycle_driving_sound_14459_1.wav,이륜차주행음
2.motorcycle_driving_sound_86022_1.wav,이륜차주행음
2.motorcycle_driving_sound_15131_1.wav,이륜차주행음
2.motorcycle_driving_sound_86742_1.wav,이륜차주행음
2.motorcycle_driving_sound_14745_1.wav,이륜차주행음
2.motorcycle_driving_sound_85259_1.wav,이륜차주행음
2.motorcycle_driving_sound_13948_1.wav,이륜차주행음
2.motorcycle_driving_sound_86622_1.wav,이륜차주행음
2.motorcycle_driving_sound_14201_1.wav,차량주행음
2.motorcycle_driving_sound_85287_1.wav,이륜차주행음
2.motorcycle_driving_sound_2465_1.wav,차량경적
2.motorcycle_driving_sound_2794_1.wav,이륜차주행음
2.motorcycle_driving_sound_13971_1.wav,이륜차주행음
2.motorcycle_driving_sound_15104_1.wav,이륜차주행음
2.motorcycle_driving_sound_2072_1.wav,이륜차주행음
2.motorcycle_driving_sound_85906_1.wav,이륜차주행음
2.motorcycle_driving_sound_14322_1.wav,이륜차주행음
2.motorcycle_driving_sound_86096_1.wav,이륜차주행음
2.motorcycle_driving_sound_14263_1.wav,이륜차주행음
2.motorcycle_driving_sound_85836_1.wav,이륜차주행음
2.motorcycle_driving_sound_13914_1.wav,이륜차주행음
2.motorcycle_driving_sound_13895_1.wav,이륜차주행음
2.motorcycle_driving_sound_2542_1.wav,이륜차주행음
2.motorcycle_driving_sound_86340_1.wav,이륜차주행음
2.motorcycle_driving_sound_14861_1.wav,이륜차주행음
2.motorcycle_driving_sound_14819_1.wav,이륜차주행음
2.motorcycle_driving_sound_86985_1.wav,이륜차주행음
2.motorcycle_driving_sound_15317_1.wav,이륜차주행음
2.motorcycle_driving_sound_86441_1.wav,이륜차주행음
2.motorcycle_driving_sound_85619_1.wav,이륜차주행음
2.motorcycle_driving_sound_85962_1.wav,이륜차주행음
2.motorcycle_driving_sound_86351_1.wav,이륜차주행음
2.motorcycle_driving_sound_2899_1.wav,이륜차주행음
2.motorcycle_driving_sound_15432_1.wav,이륜차주행음
2.motorcycle_driving_sound_87194_1.wav,이륜차주행음
2.motorcycle_driving_sound_2402_1.wav,이륜차주행음
2.motorcycle_driving_sound_2825_1.wav,이륜차주행음
2.motorcycle_driving_sound_15426_1.wav,이륜차주행음
2.motorcycle_driving_sound_14472_1.wav,이륜차주행음
2.motorcycle_driving_sound_85406_1.wav,이륜차주행음
2.motorcycle_driving_sound_14243_1.wav,이륜차주행음
2.motorcycle_driving_sound_14998_1.wav,이륜차주행음
2.motorcycle_driving_sound_15029_1.wav,이륜차주행음
2.motorcycle_driving_sound_15615_1.wav,이륜차주행음
2.motorcycle_driving_sound_14771_1.wav,이륜차주행음
2.motorcycle_driving_sound_2797_1.wav,이륜차주행음
2.motorcycle_driving_sound_86581_1.wav,이륜차주행음
2.motorcycle_driving_sound_86517_1.wav,이륜차주행음
2.motorcycle_driving_sound_2862_1.wav,이륜차주행음
2.motorcycle_driving_sound_85506_1.wav,이륜차주행음
2.motorcycle_driving_sound_14572_1.wav,이륜차주행음
2.motorcycle_driving_sound_13806_1.wav,이륜차주행음
2.motorcycle_driving_sound_14662_1.wav,이륜차주행음
2.motorcycle_driving_sound_1942_1.wav,이륜차주행음
2.motorcycle_driving_sound_13757_1.wav,이륜차주행음
2.motorcycle_driving_sound_1918_1.wav,이륜차주행음
2.motorcycle_driving_sound_13764_1.wav,이륜차주행음
2.motorcycle_driving_sound_15704_1.wav,이륜차주행음
2.motorcycle_driving_sound_2249_1.wav,이륜차주행음
2.motorcycle_driving_sound_2983_1.wav,이륜차주행음
2.motorcycle_driving_sound_15419_1.wav,이륜차주행음
2.motorcycle_driving_sound_13798_1.wav,이륜차주행음
2.motorcycle_driving_sound_2558_1.wav,이륜차주행음
2.motorcycle_driving_sound_85807_1.wav,이륜차주행음
2.motorcycle_driving_sound_2223_1.wav,이륜차주행음
2.motorcycle_driving_sound_87192_1.wav,이륜차주행음
2.motorcycle_driving_sound_13952_1.wav,이륜차주행음
2.motorcycle_driving_sound_86570_1.wav,이륜차주행음
2.motorcycle_driving_sound_86173_1.wav,이륜차주행음
2.motorcycle_driving_sound_85648_1.wav,이륜차주행음
2.motorcycle_driving_sound_86868_1.wav,이륜차주행음
2.motorcycle_driving_sound_2251_1.wav,이륜차주행음
2.motorcycle_driving_sound_86601_1.wav,이륜차주행음
2.motorcycle_driving_sound_2549_1.wav,이륜차주행음
2.motorcycle_driving_sound_1867_1.wav,이륜차주행음
2.motorcycle_driving_sound_2912_1.wav,이륜차주행음
2.motorcycle_driving_sound_13591_1.wav,이륜차주행음
2.motorcycle_driving_sound_14753_1.wav,이륜차주행음
2.motorcycle_driving_sound_86285_1.wav,이륜차주행음
2.motorcycle_driving_sound_14678_1.wav,이륜차주행음
2.motorcycle_driving_sound_2752_1.wav,이륜차주행음
2.motorcycle_driving_sound_1970_1.wav,이륜차주행음
2.motorcycle_driving_sound_15450_1.wav,이륜차주행음
2.motorcycle_driving_sound_85268_1.wav,이륜차주행음
2.motorcycle_driving_sound_2213_1.wav,이륜차주행음
2.motorcycle_driving_sound_85916_1.wav,이륜차주행음
2.motorcycle_driving_sound_2050_1.wav,이륜차주행음
2.motorcycle_driving_sound_15390_1.wav,이륜차주행음
2.motorcycle_driving_sound_14675_1.wav,이륜차주행음
2.motorcycle_driving_sound_2692_1.wav,이륜차주행음
2.motorcycle_driving_sound_2759_1.wav,이륜차주행음
2.motorcycle_driving_sound_15522_1.wav,이륜차주행음
2.motorcycle_driving_sound_14393_1.wav,이륜차주행음
2.motorcycle_driving_sound_13486_1.wav,차량주행음
2.motorcycle_driving_sound_86981_1.wav,이륜차주행음
2.motorcycle_driving_sound_13899_1.wav,이륜차주행음
2.motorcycle_driving_sound_2523_1.wav,이륜차주행음
2.motorcycle_driving_sound_15187_1.wav,이륜차주행음
2.motorcycle_driving_sound_14556_1.wav,이륜차주행음
2.motorcycle_driving_sound_13652_1.wav,차량주행음
2.motorcycle_driving_sound_14392_1.wav,이륜차주행음
2.motorcycle_driving_sound_15837_1.wav,이륜차주행음
2.motorcycle_driving_sound_13783_1.wav,이륜차주행음
2.motorcycle_driving_sound_13708_1.wav,이륜차주행음
2.motorcycle_driving_sound_87128_1.wav,이륜차주행음
2.motorcycle_driving_sound_86333_1.wav,이륜차주행음
2.motorcycle_driving_sound_14052_1.wav,이륜차주행음
2.motorcycle_driving_sound_14105_1.wav,이륜차주행음
2.motorcycle_driving_sound_87010_1.wav,이륜차주행음
2.motorcycle_driving_sound_86234_1.wav,이륜차주행음
2.motorcycle_driving_sound_2015_1.wav,이륜차주행음
2.motorcycle_driving_sound_85777_1.wav,이륜차주행음
2.motorcycle_driving_sound_86700_1.wav,이륜차주행음
2.motorcycle_driving_sound_86080_1.wav,이륜차주행음
2.motorcycle_driving_sound_86301_1.wav,이륜차주행음
2.motorcycle_driving_sound_15486_1.wav,이륜차주행음
2.motorcycle_driving_sound_14625_1.wav,차량주행음
2.motorcycle_driving_sound_85631_1.wav,이륜차주행음
2.motorcycle_driving_sound_1989_1.wav,기타소음
2.motorcycle_driving_sound_1972_1.wav,기타소음
2.motorcycle_driving_sound_2415_1.wav,이륜차주행음
2.motorcycle_driving_sound_86697_1.wav,이륜차주행음
2.motorcycle_driving_sound_14859_1.wav,이륜차주행음
2.motorcycle_driving_sound_14444_1.wav,이륜차주행음
2.motorcycle_driving_sound_15110_1.wav,이륜차주행음
2.motorcycle_driving_sound_85918_1.wav,이륜차주행음
2.motorcycle_driving_sound_3005_1.wav,이륜차주행음
2.motorcycle_driving_sound_2065_1.wav,차량주행음
2.motorcycle_driving_sound_85738_1.wav,이륜차주행음
2.motorcycle_driving_sound_86614_1.wav,이륜차주행음
2.motorcycle_driving_sound_2669_1.wav,기타소음
2.motorcycle_driving_sound_15514_1.wav,이륜차주행음
2.motorcycle_driving_sound_15489_1.wav,이륜차주행음
2.motorcycle_driving_sound_85383_1.wav,이륜차주행음
2.motorcycle_driving_sound_1860_1.wav,이륜차주행음
2.motorcycle_driving_sound_14963_1.wav,이륜차주행음
2.motorcycle_driving_sound_85450_1.wav,이륜차주행음
