fileName,labelName,area_start,area_end,category_01,category_02,category_03,decibel,soundQuality,subCategory,bitRate,duration,fileFormat,fileSize,recodingType,sampleRate,acqDevice,acqMethod,acqType,areaUse,dayNight,direction,distance,district,latitude,longitude,micClass,obstacle,place,recordingTime,urban,weather,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,mfcc_41,mfcc_42,mfcc_43,mfcc_44,mfcc_45,mfcc_46,mfcc_47,mfcc_48,mfcc_49,mfcc_50,ood_label
2.이륜자동차_83571.wav,2.이륜자동차_83571_1.wav,2.0,3.277,교통소음,이륜자동차,이륜차경적,71,정상,이륜차경적,705kbps,5.277,wav,465472,Mono,44.1kHz,TASCAM DR-05X,인위적,제작,상업지역,주간,위,3m,용두동,37.63,126.88,무지향성,없음,건물내부,09:03,고양시,맑음,-398.9092712402344,38.947044372558594,16.856271743774414,65.34925079345703,31.890810012817383,15.769698143005373,-29.207801818847656,46.81304931640625,-8.980574607849121,-13.268340110778809,2.583503246307373,22.69244956970215,-10.013398170471191,4.220116138458252,8.919190406799316,22.56023979187012,1.6815797090530396,18.33346176147461,20.6589298248291,16.211164474487305,5.052007675170898,1.166957139968872,5.736509799957275,-13.022951126098633,-1.0691807270050049,2.7365024089813232,-4.35736894607544,-12.655113220214844,-6.609333515167236,-21.56513023376465,2.3095598220825195,0.2947244942188263,2.015999555587769,-1.7515218257904053,1.0292476415634155,21.0420036315918,4.997782230377197,17.094778060913086,-6.603857517242432,0.1000873297452926,3.0753512382507324,9.110173225402832,-13.977224349975586,-4.900428295135498,5.480937480926514,3.745296716690064,-7.530545711517334,-13.431612014770508,-0.51945561170578,10.91303825378418,이륜차경적
2.이륜자동차_84904.wav,2.이륜자동차_84904_1.wav,2.0,3.083,교통소음,이륜자동차,이륜차경적,75,정상,이륜차경적,705kbps,5.083,wav,448342,Mono,44.1kHz,TASCAM DR-05X,인위적,제작,상업지역,주간,위,8m,용두동,37.63,126.88,무지향성,없음,건물내부,16:49,고양시,맑음,-255.9227294921875,46.67609405517578,2.252647399902344,31.644832611083984,38.859657287597656,14.097574234008787,-8.886053085327148,40.98417663574219,8.355584144592285,-1.227879285812378,1.4170798063278198,14.094496726989746,3.323893785476685,-0.1094447821378707,-2.3670992851257324,4.430266380310059,4.030637264251709,-5.90804386138916,8.66777229309082,14.601308822631836,17.3134708404541,16.240459442138672,3.4133410453796387,18.479585647583008,-2.054851770401001,-4.31912088394165,-9.82285213470459,11.524093627929688,-3.7564480304718018,0.1331240385770797,-1.793201208114624,0.7702432870864868,-8.43936824798584,-4.010225296020508,-0.209366574883461,-4.396832466125488,-10.69925594329834,-12.52263069152832,9.941035270690918,10.497061729431152,5.482240200042725,8.95523738861084,0.5640056133270264,5.557689189910889,5.482578277587891,-7.1192121505737305,-12.472232818603516,-3.206493616104126,10.42737102508545,-4.205474853515625,이륜차경적
2.이륜자동차_13230.wav,2.이륜자동차_13230_1.wav,2.0,3.029,교통소음,이륜자동차,이륜차경적,101,정상,이륜차경적,705kbps,5.029,wav,443580,Mono,44.1kHz,TASCAMDR-05X,자연적,제작,주거지역,야간,우,10m,상암동,37.58,126.89,무지향성,없음,도로변,02:40,서울특별시,맑음,-240.73471069335935,163.32525634765625,-79.96509552001953,17.461204528808594,-9.827077865600586,-6.425107002258301,-3.5411829948425293,-10.880931854248049,10.554847717285156,-15.624045372009276,-3.647184133529663,-2.0196633338928223,-6.364098072052002,-1.0660327672958374,-12.518716812133787,3.772076606750488,-2.490239143371582,-6.935662269592285,1.9924784898757932,-2.8135693073272705,2.7635915279388428,-4.0771002769470215,-0.3058851957321167,4.420769691467285,-3.6139707565307617,0.3293107748031616,-3.775649547576904,-1.755570650100708,0.4189727902412414,-3.5512819290161133,2.473513603210449,0.5624011158943176,-2.714188575744629,-2.3706369400024414,-1.1763073205947876,1.9964721202850344,-1.0950936079025269,-2.950644493103028,-0.1243966743350029,1.0815324783325195,0.9928082227706908,0.5264289379119873,-2.255525588989258,-1.6886119842529297,0.6938010454177856,0.3848450779914856,2.366190195083618,-1.4534846544265747,-4.2860283851623535,0.3525919020175934,이륜차경적
2.이륜자동차_39538.wav,2.이륜자동차_39538_1.wav,2.0,6.634,교통소음,이륜자동차,이륜차경적,116,노이즈,이륜차경적,705kbps,8.634,wav,761560,Mono,44.1kHz,TASCAM DR-05X,인위적,제작,상업지역,주간,위,10m,용두동,37.63,126.88,무지향성,없음,도로변,14:12,고양시,맑음,-300.46600341796875,60.33481597900391,-41.62710571289063,66.74462127685547,27.785493850708008,-0.755219578742981,-2.973036766052246,0.9095887541770936,13.320268630981444,-12.744775772094728,-15.609360694885254,23.08435821533203,-14.933623313903809,10.029064178466797,2.715683698654175,2.8437752723693848,24.90010070800781,8.374988555908203,15.308999061584473,3.596102237701416,-6.916584491729736,-1.105122208595276,-0.8619028329849243,-3.6668078899383545,9.246837615966797,-3.283031940460205,1.0739039182662964,-11.323725700378418,-9.9135160446167,-2.9299983978271484,1.9856518507003784,0.5225919485092163,1.5486301183700562,-2.4142541885375977,7.535796642303467,14.392414093017578,-0.3528414964675903,-6.667762279510498,-8.065105438232422,2.9989571571350098,-3.4559826850891118,-4.029355049133301,-6.8575849533081055,0.1793095469474792,1.8367923498153689,-11.367639541625977,-11.605423927307127,5.471251010894775,8.77607536315918,-2.4785001277923584,이륜차경적
2.이륜자동차_82961.wav,2.이륜자동차_82961_1.wav,2.0,21.977,교통소음,이륜자동차,이륜차경적,73,정상,이륜차경적,705kbps,23.977,wav,2114794,Mono,44.1kHz,TASCAM DR-05X,인위적,제작,상업지역,주간,위,6m,용두동,37.63,126.88,무지향성,없음,건물내부,09:29,고양시,맑음,-276.3648376464844,36.96197891235352,2.6493489742279053,59.79933547973633,51.311283111572266,23.949207305908203,-41.73680877685547,48.82255935668945,2.625028610229492,-1.7932919263839722,-15.324966430664062,14.220505714416504,-10.297446250915527,-11.648630142211914,2.044370651245117,-8.573647499084473,-0.5476691126823425,6.110353946685791,14.266539573669434,15.940044403076172,5.340789318084717,8.061312675476074,8.768585205078125,-3.669957160949707,-4.13545560836792,-5.651849746704102,-3.3372879028320312,3.903524398803711,1.4535599946975708,-2.3681440353393555,-5.160454750061035,-2.8576576709747314,-8.07239818572998,3.640966653823853,0.5748391151428223,-5.980837821960449,-5.884237766265869,11.662935256958008,12.897284507751465,2.2987191677093506,-9.141169548034668,5.266801357269287,1.451041340827942,-4.5906476974487305,-17.597858428955078,-12.711620330810549,8.836944580078125,5.370697021484375,-11.18917751312256,-18.370235443115234,이륜차경적
2.이륜자동차_84433.wav,2.이륜자동차_84433_1.wav,2.0,3.342,교통소음,이륜자동차,이륜차경적,69,정상,이륜차경적,705kbps,5.342,wav,471202,Mono,44.1kHz,TASCAM DR-05X,인위적,제작,상업지역,주간,위,5m,용두동,37.63,126.88,무지향성,없음,건물내부,16:58,고양시,맑음,-286.0853271484375,58.01851272583008,11.478422164916992,64.82273864746094,61.5224609375,27.934690475463867,-13.042091369628906,51.81204605102539,7.268286228179932,3.00541090965271,2.622504234313965,18.26201057434082,-1.8797723054885864,-2.494976282119751,4.066534996032715,3.16959285736084,-5.223467826843262,-12.150787353515623,-2.553678274154663,5.629279613494873,6.484131336212158,-0.53509920835495,15.955205917358398,7.2248334884643555,-2.50627875328064,-5.850653171539307,-6.744655609130859,-7.710960865020752,-9.306530952453612,9.021300315856934,-6.809362888336182,-4.120851516723633,-13.183582305908203,-10.67965030670166,3.3402202129364014,-3.627349376678467,3.552029848098755,-13.160574913024902,-9.918455123901367,-5.634988307952881,9.111494064331056,2.6325876712799072,5.201493740081787,-0.2754524052143097,3.961533546447754,12.952436447143556,-4.169762134552002,-10.19309425354004,-11.685100555419922,5.256048679351807,이륜차경적
2.이륜자동차_24627.wav,2.이륜자동차_24627_1.wav,2.0,2.976,교통소음,이륜자동차,이륜차경적,100,노이즈,이륜차경적,705kbps,4.976,wav,438956,Mono,44.1kHz,TASCAMDR-05X,자연적,제작,주거지역,주간,우,20m,영등포동,37.52,126.91,무지향성,없음,도로변,14:17,서울특별시,흐림,-194.8806915283203,187.92892456054688,-117.49007415771484,12.171550750732422,-24.87632942199707,-8.853792190551758,1.736050009727478,-10.317461967468262,11.652552604675291,-19.88227653503418,3.5474283695220947,-1.1694508790969849,-12.888669967651367,3.824838876724243,-6.863908290863037,4.242217063903809,0.1581290662288665,4.141985893249512,5.860824108123779,-6.210564136505127,0.5980541110038757,-7.995518684387207,-2.152576208114624,-0.6099863052368164,-3.605523586273194,2.4616286754608154,-4.916401386260986,2.850607395172119,-1.9282819032669067,-3.4725613594055176,6.23932695388794,-0.3260544240474701,1.0153828859329224,-4.124604225158691,-2.726394891738892,2.1628940105438232,2.257684230804444,7.170076370239258,-5.754238128662109,-6.694270610809326,0.8104240894317627,-2.922981023788452,-3.790450572967529,0.2709957659244537,9.82469654083252,0.8622738718986511,-7.131218433380127,-3.515352487564087,-3.0811872482299805,5.295602798461914,이륜차경적
2.이륜자동차_83192.wav,2.이륜자동차_83192_1.wav,2.0,3.474,교통소음,이륜자동차,이륜차경적,68,정상,이륜차경적,705kbps,5.474,wav,482850,Mono,44.1kHz,TASCAM DR-05X,인위적,제작,상업지역,주간,위,3m,용두동,37.63,126.88,무지향성,없음,건물내부,11:28,고양시,맑음,-250.13885498046875,11.361845970153809,-13.559319496154783,64.47692108154297,60.53591537475586,38.5733642578125,-31.90432357788086,14.936954498291016,12.039745330810549,20.826953887939453,-28.155519485473636,5.200581073760986,7.188361167907715,-14.470036506652832,-6.911487579345703,14.89144515991211,-15.441173553466797,8.840147018432617,6.39751672744751,12.432884216308594,34.19460678100586,18.981853485107425,14.299609184265137,7.549904346466064,-0.0836967751383781,0.7864171862602234,-4.317713737487793,-5.109901905059815,-14.22040843963623,3.1284613609313965,-5.974413871765137,-13.28171157836914,-15.765185356140137,0.3686597943305969,1.4048994779586792,-2.153206586837769,-12.01391887664795,-9.52065658569336,4.204572677612305,15.710693359375,8.78037166595459,4.914053916931152,6.52291202545166,4.970396995544434,11.335232734680176,-10.246389389038086,-16.212955474853516,3.558176279067993,2.0663821697235107,-0.4070231914520263,이륜차경적
2.이륜자동차_85048.wav,2.이륜자동차_85048_1.wav,2.0,26.125,교통소음,이륜자동차,이륜차경적,112,정상,이륜차경적,705kbps,28.125,wav,2480676,Mono,44.1kHz,TASCAM DR-05X,인위적,제작,상업지역,주간,위,4m,용두동,37.63,126.88,무지향성,없음,건물내부,20:09,고양시,맑음,-221.3209228515625,138.18006896972656,-31.54327774047852,31.8101806640625,4.930636882781982,35.784263610839844,15.14525318145752,40.225887298583984,3.739579916000366,13.953060150146484,-10.076082229614258,-8.204133987426758,-14.846312522888184,-14.127007484436035,-0.835119903087616,2.715866804122925,11.463349342346191,27.72107696533203,31.92859649658203,25.16659545898437,1.2164616584777832,-17.0228271484375,-22.75592422485352,-16.862092971801758,4.550723075866699,10.42966365814209,-6.989638328552246,-18.516489028930664,-27.19765853881836,-9.526480674743652,8.849512100219727,4.373126029968262,-14.83655071258545,-11.574101448059082,10.334359169006348,30.201086044311523,24.026782989501957,-8.908427238464355,-22.293630599975582,-6.028594017028809,5.653957366943359,-7.043846607208252,-14.5413179397583,-0.8994629383087158,5.98900318145752,-8.160390853881836,-25.11849594116211,-10.39924430847168,11.516035079956056,11.142763137817385,이륜차경적
2.이륜자동차_83545.wav,2.이륜자동차_83545_1.wav,2.0,3.13,교통소음,이륜자동차,이륜차경적,71,정상,이륜차경적,705kbps,5.13,wav,452546,Mono,44.1kHz,TASCAM DR-05X,인위적,제작,상업지역,주간,위,3m,용두동,37.63,126.88,무지향성,없음,건물내부,16:45,고양시,맑음,-350.1261291503906,47.55927276611328,22.772140502929688,83.59832763671875,54.215579986572266,48.92317581176758,-32.69284439086914,35.54750061035156,20.79666519165039,-2.7101259231567383,-25.919084548950195,1.852327823638916,6.637742042541504,0.9842106699943542,-11.687748908996582,7.625522613525391,6.7991461753845215,14.262944221496582,2.493815898895264,16.808847427368164,12.761571884155272,7.496787071228027,-3.3646411895751958,1.77840256690979,7.640152454376221,-5.560072422027588,-1.807729125022888,-5.655210971832275,-6.515567302703857,-8.694190979003906,-2.466324806213379,7.709911823272705,-4.501522064208984,5.982430458068848,-5.321010112762451,11.721989631652832,14.32822322845459,13.5870361328125,6.3224921226501465,-5.728867053985596,-3.473350763320923,4.278433322906494,-9.264004707336426,-6.694960117340088,0.0112977176904678,8.981391906738281,-12.890555381774902,-12.397449493408203,-3.793358087539673,12.002368927001951,이륜차경적
